field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,_GC_TYPE,_CLEANADDR,_X,_Y
2022110400100595,2022년 11월 4일 18시,금요일,대구광역시 북구 팔달동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,승용,남,33세,경상,대,대구광역시 북구 팔달동,128.5408552,35.89884498
2022102400100131,2022년 10월 24일 08시,월요일,경상북도 칠곡군 지천면,중상사고,0,3,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,화물,남,61세,중상,대,경상북도 칠곡군 지천면,128.4827257,35.96655654
2022102700100331,2022년 10월 27일 14시,목요일,경상남도 양산시 동면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,화물,남,64세,경상,대,경상남도 양산시 동면,129.0877494,35.32936707
2022103000100223,2022년 10월 30일 13시,일요일,충청북도 영동군 용산면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,44세,경상,대,충청북도 영동군 용산면,127.8025634,36.26058931
2.02211E+15,2022년 11월 2일 21시,수요일,충청북도 옥천군 동이면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,화물,남,43세,경상,대,충청북도 옥천군 동이면,127.6317847,36.30653456
2022102400100114,2022년 10월 24일 08시,월요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,57세,경상,대,경기도 오산시 고현동,127.0841653,37.13267044
2022111900100044,2022년 11월 19일 03시,토요일,경상북도 영천시 북안면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,여,49세,경상,대,경상북도 영천시 북안면,129.0009846,35.89389708
2022112700100135,2022년 11월 27일 12시,일요일,경기도 평택시 월곡동,부상신고사고,0,0,0,3,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,32세,기타불명,승용,남,50세,부상신고,대,경기도 평택시 월곡동,127.139852,37.02228982
2.02211E+15,2022년 11월 10일 12시,목요일,경상남도 양산시 상북면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,화물,남,53세,경상,대,경상남도 양산시 상북면,129.0448657,35.42717875
2022110200100604,2022년 11월 2일 22시,수요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,63세,기타불명,승용,남,39세,경상,대,충청남도 천안시 서북구 입장면,127.2256147,36.9142991
2022102700100422,2022년 10월 27일 16시,목요일,경상북도 칠곡군 지천면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,44세,상해없음,승용,남,55세,경상,대,경상북도 칠곡군 지천면,128.4827257,35.96655654
2022102600100268,2022년 10월 26일 13시,수요일,경기도 화성시 송동,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,특수,남,53세,사망,대,경기도 화성시 송동,127.1004382,37.17139248
2022110300100559,2022년 11월 3일 22시,목요일,대전광역시 동구 비룡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,화물,남,59세,경상,대,대전광역시 동구 비룡동,127.4738638,36.34545624
2022110500100106,2022년 11월 5일 09시,토요일,경기도 평택시 진위면,중상사고,0,4,23,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,승용,남,51세,중상,대,경기도 평택시 진위면,127.0807195,37.11011987
2022112200100059,2022년 11월 22일 07시,화요일,경기도 평택시 월곡동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,54세,중상,대,경기도 평택시 월곡동,127.139852,37.02228982
2022102600100029,2022년 10월 26일 02시,수요일,대전광역시 대덕구 비래동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,54세,경상,대,대전광역시 대덕구 비래동,127.4549046,36.36506605
2022103100100301,2022년 10월 31일 14시,월요일,충청남도 천안시 동남구 안서동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,34세,상해없음,승용,남,27세,경상,대,충청남도 천안시 동남구 안서동,127.1834881,36.83753276
2022110500100546,2022년 11월 5일 19시,토요일,울산광역시 울주군 두서면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,39세,상해없음,승용,남,70세,경상,대,울산광역시 울주군 두서면,129.1443366,35.66686434
2022113000100198,2022년 11월 30일 12시,수요일,경기도 평택시 진위면,사망사고,1,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,74세,사망,승용,남,59세,경상,대,경기도 평택시 진위면,127.0807195,37.11011987
2.02211E+15,2022년 11월 13일 16시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,66세,기타불명,승합,남,52세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022103100100164,2022년 10월 31일 10시,월요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,42세,상해없음,대,경기도 용인시 기흥구 공세동,127.1122478,37.23813673
2022110100100286,2022년 11월 1일 14시,화요일,경기도 성남시 분당구 삼평동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,40세,상해없음,승용,여,31세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022110400100677,2022년 11월 4일 20시,금요일,경기도 안성시 원곡면,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,기타 - 기타,화물,남,45세,기타불명,승합,남,40세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2.02211E+15,2022년 11월 8일 18시,화요일,충청북도 청주시 서원구 남이면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,화물,남,44세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022111200100177,2022년 11월 12일 11시,토요일,충청남도 천안시 동남구 안서동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,승용,남,31세,경상,대,충청남도 천안시 동남구 안서동,127.1834881,36.83753276
2022103000100436,2022년 10월 30일 22시,일요일,충청북도 청주시 서원구 현도면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31세,상해없음,승용,여,58세,경상,대,충청북도 청주시 서원구 현도면,127.4341543,36.49561819
2022111200100528,2022년 11월 12일 19시,토요일,경기도 안성시 공도읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,76세,상해없음,승용,남,54세,중상,대,경기도 안성시 공도읍,127.1832118,37.00071006
2022112600100409,2022년 11월 26일 18시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,승용,여,52세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2.02211E+15,2022년 11월 16일 17시,수요일,서울특별시 서초구 원지동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,73세,상해없음,승용,남,63세,상해없음,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022110500100037,2022년 11월 5일 04시,토요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,23세,상해없음,승용,남,47세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022111700100459,2022년 11월 17일 18시,목요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,여,50세,경상,대,충청북도 청주시 흥덕구 옥산면,127.3594268,36.68092518
2.02211E+15,2022년 11월 4일 15시,금요일,충청북도 청주시 서원구 남이면,경상사고,0,0,5,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,여,28세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022111700100231,2022년 11월 17일 12시,목요일,대전광역시 대덕구 송촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,62세,상해없음,승용,남,44세,경상,대,대전광역시 대덕구 송촌동,127.4431728,36.36319576
2022112900100025,2022년 11월 29일 03시,화요일,경기도 화성시 영천동,경상사고,0,0,1,0,차대차 - 추돌,기타,젖음/습기,비,기타 - 기타,승용,남,24세,상해없음,승용,여,42세,경상,대,경기도 화성시 영천동,127.1038105,37.21057601
2022111900100267,2022년 11월 19일 14시,토요일,경상남도 양산시 상북면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,여,61세,경상,대,경상남도 양산시 상북면,129.0448657,35.42717875
2022110400100158,2022년 11월 4일 09시,금요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승합,남,62세,상해없음,승용,여,47세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022111200100294,2022년 11월 12일 14시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,8,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승합,남,62세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022111100100581,2022년 11월 11일 20시,금요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,39세,상해없음,승합,남,40세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022111000100203,2022년 11월 10일 11시,목요일,울산광역시 울주군 언양읍,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,68세,경상,대,울산광역시 울주군 언양읍,129.1587376,35.58521245
2022112000100232,2022년 11월 20일 15시,일요일,서울특별시 서초구 원지동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,40세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022120200100074,2022년 12월 2일 07시,금요일,경기도 오산시 고현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,40세,경상,대,경기도 오산시 고현동,127.0841653,37.13267044
2022112300100249,2022년 11월 23일 14시,수요일,경기도 오산시 부산동,사망사고,1,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,여,45세,사망,대,경기도 오산시 부산동,127.0877482,37.1534478
2022112000100365,2022년 11월 20일 19시,일요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,48세,상해없음,승용,남,42세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022110800100562,2022년 11월 8일 19시,화요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,기타 - 기타,승용,남,64세,상해없음,승용,남,34세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2022111300100269,2022년 11월 13일 16시,일요일,경기도 이천시 마장면,중상사고,0,1,2,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,22세,중상,대,경기도 이천시 마장면,127.3716055,37.24745143
2022120400100301,2022년 12월 4일 18시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,28세,상해없음,승용,남,19세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022111600100568,2022년 11월 16일 18시,수요일,경상북도 경주시 율동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,58세,상해없음,승용,남,50세,중상,대,경상북도 경주시 율동,129.1814984,35.8048498
2022120700100456,2022년 12월 7일 18시,수요일,서울특별시 서초구 원지동,중상사고,0,2,8,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,72세,상해없음,승합,남,64세,중상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022111400100277,2022년 11월 14일 14시,월요일,경기도 오산시 부산동,부상신고사고,0,0,0,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,기타불명,승용,여,58세,부상신고,대,경기도 오산시 부산동,127.0877482,37.1534478
2022112500100484,2022년 11월 25일 18시,금요일,대구광역시 동구 금강동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,25세,경상,대,대구광역시 동구 금강동,128.7381761,35.85842231
2022111700100398,2022년 11월 17일 17시,목요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,30세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022111300100252,2022년 11월 13일 15시,일요일,대구광역시 북구 팔달동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,여,59세,중상,대,대구광역시 북구 팔달동,128.5408552,35.89884498
2022120800100248,2022년 12월 8일 11시,목요일,대구광역시 북구 서변동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,29세,상해없음,건설기계,남,48세,경상,대,대구광역시 북구 서변동,128.5922482,35.92557002
2.02212E+15,2022년 12월 9일 18시,금요일,서울특별시 서초구 원지동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,53세,상해없음,,,,,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2.02211E+15,2022년 11월 28일 17시,월요일,대전광역시 동구 비룡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,58세,경상,대,대전광역시 동구 비룡동,127.4738638,36.34545624
2022111000100535,2022년 11월 10일 19시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,52세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2.02211E+15,2022년 11월 25일 07시,금요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,여,31세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022111900100011,2022년 11월 19일 00시,토요일,경기도 성남시 분당구 삼평동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,23세,상해없음,승용,여,23세,부상신고,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022111700100397,2022년 11월 17일 17시,목요일,서울특별시 서초구 원지동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,68세,상해없음,승용,남,25세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022121200100022,2022년 12월 12일 04시,월요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승합,남,50세,경상,대,서울특별시 서초구 서초동,127.0162998,37.48845867
2022112000100333,2022년 11월 20일 18시,일요일,충청북도 청주시 서원구 현도면,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,28세,경상,대,충청북도 청주시 서원구 현도면,127.4341543,36.49561819
2022112600100479,2022년 11월 26일 20시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승용,남,74세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022121400100612,2022년 12월 14일 20시,수요일,경상북도 칠곡군 지천면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,56세,경상,대,경상북도 칠곡군 지천면,128.4827257,35.96655654
2022111900100312,2022년 11월 19일 15시,토요일,경기도 성남시 분당구 궁내동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,75세,상해없음,승용,여,27세,중상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022113000100527,2022년 11월 30일 22시,수요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,29세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2022112000100405,2022년 11월 20일 20시,일요일,대구광역시 북구 서변동,경상사고,0,0,2,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,여,39세,경상,대,대구광역시 북구 서변동,128.5922482,35.92557002
2022111400100097,2022년 11월 14일 08시,월요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,33세,부상신고,승용,남,44세,경상,대,경기도 성남시 분당구 판교동,127.0936883,37.39335145
2022121500100257,2022년 12월 15일 13시,목요일,경기도 오산시 부산동,경상사고,0,0,6,3,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,77세,경상,승합,남,58세,경상,대,경기도 오산시 부산동,127.0877482,37.1534478
2022112500100338,2022년 11월 25일 16시,금요일,경상남도 양산시 동면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,승용,남,47세,경상,대,경상남도 양산시 동면,129.0877494,35.32936707
2.02211E+15,2022년 11월 27일 19시,일요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,47세,경상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2.02211E+15,2022년 11월 29일 11시,화요일,경상남도 양산시 다방동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,50세,상해없음,승용,남,77세,경상,대,경상남도 양산시 다방동,129.0465537,35.33232345
2022121700100251,2022년 12월 17일 13시,토요일,경기도 안성시 원곡면,중상사고,0,2,8,0,차대차 - 추돌,안전거리미확보,건조,맑음,기타 - 기타,승합,남,57세,기타불명,승합,남,53세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022112300100323,2022년 11월 23일 16시,수요일,부산광역시 금정구 두구동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,76세,상해없음,승용,남,43세,경상,대,부산광역시 금정구 두구동,129.1104212,35.28746139
2022112600100228,2022년 11월 26일 13시,토요일,경상남도 양산시 상북면,경상사고,0,0,5,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,여,29세,경상,대,경상남도 양산시 상북면,129.0448657,35.42717875
2022112000100233,2022년 11월 20일 15시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,39세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022120600100104,2022년 12월 6일 08시,화요일,경기도 용인시 기흥구 상갈동,중상사고,0,9,38,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,단일로 - 기타,승합,남,69세,상해없음,승합,남,62세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022121900100276,2022년 12월 19일 13시,월요일,대구광역시 동구 신평동,중상사고,0,2,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,화물,남,64세,중상,대,대구광역시 동구 신평동,128.686473,35.88325203
2022112800100246,2022년 11월 28일 13시,월요일,경기도 오산시 고현동,경상사고,0,0,7,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,35세,경상,승용,남,40세,경상,대,경기도 오산시 고현동,127.0841653,37.13267044
2022111800100296,2022년 11월 18일 14시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,화물,남,48세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022120300100522,2022년 12월 3일 21시,토요일,경상북도 칠곡군 석적읍,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,여,60세,경상,대,경상북도 칠곡군 석적읍,128.4469416,36.04926061
2022112700100009,2022년 11월 27일 00시,일요일,경기도 평택시 월곡동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,부상신고,승용,남,30세,경상,대,경기도 평택시 월곡동,127.139852,37.02228982
2022112500100083,2022년 11월 25일 08시,금요일,경상남도 양산시 동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,화물,남,57세,경상,대,경상남도 양산시 동면,129.0877494,35.32936707
2022120900100316,2022년 12월 9일 16시,금요일,경상남도 양산시 하북면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,66세,중상,대,경상남도 양산시 하북면,129.0936549,35.45664037
2022113000100413,2022년 11월 30일 18시,수요일,대전광역시 대덕구 읍내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,여,59세,경상,대,대전광역시 대덕구 읍내동,127.4223109,36.37773326
2022112800100695,2022년 11월 28일 23시,월요일,경기도 성남시 분당구 삼평동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,60세,상해없음,승용,남,52세,상해없음,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022122400100138,2022년 12월 24일 11시,토요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,13,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승용,남,34세,상해없음,승합,남,63세,경상,대,충청남도 천안시 동남구 목천읍,127.2176083,36.7887014
2022113000100223,2022년 11월 30일 13시,수요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,화물,남,56세,중상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022121300100286,2022년 12월 13일 15시,화요일,경기도 평택시 월곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,눈,단일로 - 기타,승합,남,57세,상해없음,승용,남,36세,경상,대,경기도 평택시 월곡동,127.139852,37.02228982
2022122200100284,2022년 12월 22일 15시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,42세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022120800100033,2022년 12월 8일 03시,목요일,경기도 용인시 기흥구 마북동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,32세,중상,화물,남,50세,경상,대,경기도 용인시 기흥구 마북동,127.1362625,37.30756499
2022112000100402,2022년 11월 20일 20시,일요일,충청남도 천안시 서북구 성거읍,사망사고,1,4,12,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,58세,사망,승용,남,37세,경상,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022113000100008,2022년 11월 30일 00시,수요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,화물,남,55세,경상,대,충청남도 천안시 서북구 입장면,127.2256147,36.9142991
2022112800100089,2022년 11월 28일 08시,월요일,경기도 용인시 기흥구 보라동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,38세,경상,대,경기도 용인시 기흥구 보라동,127.112376,37.25606669
2022120100100185,2022년 12월 1일 11시,목요일,서울특별시 서초구 원지동,경상사고,0,0,3,3,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,43세,기타불명,승용,여,40세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022120500100125,2022년 12월 5일 10시,월요일,대전광역시 대덕구 신대동,중상사고,0,1,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,34세,중상,대,대전광역시 대덕구 신대동,127.415357,36.39330696
2022122700100205,2022년 12월 27일 11시,화요일,울산광역시 울주군 언양읍,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,특수,남,32세,중상,대,울산광역시 울주군 언양읍,129.1587376,35.58521245
2022112500100524,2022년 11월 25일 19시,금요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,화물,남,48세,상해없음,대,경기도 오산시 원동,127.0840611,37.14008768
2022120400100302,2022년 12월 4일 18시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,22,21,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,74세,상해없음,승합,남,51세,부상신고,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022122800100324,2022년 12월 28일 15시,수요일,경기도 성남시 분당구 금곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승합,남,52세,부상신고,대,경기도 성남시 분당구 금곡동,127.0978395,37.35755633
2.02212E+15,2022년 12월 10일 16시,토요일,충청남도 천안시 동남구 성남면,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,중상,승용,남,31세,경상,대,충청남도 천안시 동남구 성남면,127.2325011,36.72908092
