사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
노인사고,2020110600100295,2020년 11월 6일 15시,금요일,부산광역시 서구 남부민동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,79세,중상
노인사고,2020110600100501,2020년 11월 6일 19시,금요일,부산광역시 부산진구 부전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,42세,상해없음,보행자,남,66세,중상
노인사고,2020110700100008,2020년 11월 7일 00시,토요일,부산광역시 북구 금곡동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,28세,경상,승용,남,67세,경상
노인사고,2020110700100042,2020년 11월 7일 02시,토요일,부산광역시 연제구 연산동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,승용,남,71세,경상
노인사고,2020110700100142,2020년 11월 7일 10시,토요일,부산광역시 중구 부평동3가,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,71세,부상신고,승합,남,62세,상해없음
노인사고,2020110700100143,2020년 11월 7일 10시,토요일,부산광역시 사하구 하단동,경상사고,0,0,1,0,차대차 - 후진중충돌,불법유턴,건조,맑음,단일로 - 지하차도(도로)내,승용,남,68세,상해없음,승용,남,65세,경상
노인사고,2020110700100185,2020년 11월 7일 11시,토요일,부산광역시 금정구 두구동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,여,62세,경상
노인사고,2020110700100232,2020년 11월 7일 12시,토요일,부산광역시 사상구 감전동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,화물,남,29세,상해없음,승용,남,65세,중상
노인사고,2020110700100353,2020년 11월 7일 15시,토요일,부산광역시 수영구 광안동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,52세,경상,승용,남,70세,경상
노인사고,2020110700100442,2020년 11월 7일 17시,토요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,이륜,남,88세,경상,승용,남,45세,상해없음
노인사고,2020110700100628,2020년 11월 7일 21시,토요일,부산광역시 북구 만덕동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,승용,남,71세,경상
노인사고,2020110800100055,2020년 11월 8일 03시,일요일,부산광역시 연제구 거제동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,66세,경상
노인사고,2020110800100059,2020년 11월 8일 04시,일요일,부산광역시 서구 암남동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,20세,상해없음,보행자,남,72세,중상
노인사고,2020110800100074,2020년 11월 8일 06시,일요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,22세,상해없음,승용,남,68세,경상
노인사고,2020110800100252,2020년 11월 8일 14시,일요일,부산광역시 동래구 온천동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,81세,사망,,,,
노인사고,2020110900100021,2020년 11월 9일 02시,월요일,부산광역시 해운대구 중동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,25세,상해없음,승용,여,68세,중상
노인사고,2.02011E+15,2020년 11월 9일 08시,월요일,부산광역시 사상구 학장동,중상사고,0,1,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,49세,중상
노인사고,2020110900100187,2020년 11월 9일 10시,월요일,부산광역시 중구 대청동4가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,남,70세,경상
노인사고,2020110900100258,2020년 11월 9일 12시,월요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,60세,상해없음,보행자,남,65세,경상
노인사고,2020110900100305,2020년 11월 9일 13시,월요일,부산광역시 동구 초량동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,여,56세,상해없음
노인사고,2020110900100306,2020년 11월 9일 13시,월요일,부산광역시 동래구 명륜동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,승용,남,74세,상해없음
노인사고,2020110900100382,2020년 11월 9일 15시,월요일,부산광역시 기장군 기장읍,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승합,남,50세,경상
노인사고,2020110900100427,2020년 11월 9일 16시,월요일,부산광역시 사하구 괴정동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,53세,상해없음,승용,남,72세,상해없음
노인사고,2020110900100619,2020년 11월 9일 20시,월요일,부산광역시 동래구 온천동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,남,60세,경상
노인사고,2020111000100046,2020년 11월 10일 05시,화요일,부산광역시 동구 범일동,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,69세,중상
노인사고,2020111000100047,2020년 11월 10일 05시,화요일,부산광역시 서구 충무동1가,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,교차로 - 교차로부근,기타불명,여,66세,상해없음,보행자,여,70세,경상
노인사고,2020111000100071,2020년 11월 10일 07시,화요일,부산광역시 동래구 안락동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,승용,남,66세,경상
노인사고,2020111000100102,2020년 11월 10일 08시,화요일,부산광역시 동래구 사직동,경상사고,0,0,1,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,54세,경상,승용,남,70세,부상신고
노인사고,2020111000100155,2020년 11월 10일 09시,화요일,부산광역시 기장군 정관읍,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,농기계,남,79세,중상
노인사고,2020111000100192,2020년 11월 10일 10시,화요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,26세,상해없음,승용,남,73세,상해없음
노인사고,2020111000100193,2020년 11월 10일 10시,화요일,부산광역시 연제구 거제동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,82세,중상
노인사고,2.02011E+15,2020년 11월 10일 11시,화요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,승용,여,67세,경상
노인사고,2020111000100268,2020년 11월 10일 12시,화요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,여,66세,경상
노인사고,2.02011E+15,2020년 11월 10일 12시,화요일,부산광역시 기장군 기장읍,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,63세,기타불명,승용,여,61세,상해없음
노인사고,2020111000100295,2020년 11월 10일 13시,화요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,남,78세,경상
노인사고,2020111000100338,2020년 11월 10일 14시,화요일,부산광역시 중구 대창동1가,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,이륜,남,66세,경상
노인사고,2020111000100373,2020년 11월 10일 15시,화요일,부산광역시 사하구 하단동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,화물,남,70세,중상,건설기계,남,52세,상해없음
노인사고,2020111000100425,2020년 11월 10일 16시,화요일,부산광역시 해운대구 재송동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,27세,상해없음,보행자,여,74세,중상
노인사고,2020111000100542,2020년 11월 10일 18시,화요일,부산광역시 금정구 구서동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,59세,상해없음,보행자,여,67세,경상
노인사고,2020111000100679,2020년 11월 10일 21시,화요일,부산광역시 동래구 온천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,83세,중상
