사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
뺑소니사고,2021070600100127,2021년 7월 6일 09시,화요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,승용,여,44세,상해없음,보행자,여,51세,경상
뺑소니사고,2021070600100564,2021년 7월 6일 22시,화요일,부산광역시 해운대구 중동,중상사고,0,2,0,0,차대사람 - 보도통행중,기타,젖음/습기,비,교차로 - 교차로부근,승용,남,33세,상해없음,보행자,남,33세,중상
뺑소니사고,2021070700100264,2021년 7월 7일 13시,수요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,33세,상해없음,보행자,여,28세,경상
뺑소니사고,2021071000100041,2021년 7월 10일 02시,토요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 기타,불법유턴,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,21세,경상
뺑소니사고,2021071000100359,2021년 7월 10일 15시,토요일,부산광역시 남구 문현동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,남,36세,경상
뺑소니사고,2021071000100499,2021년 7월 10일 19시,토요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,기타불명,보행자,남,26세,경상
뺑소니사고,2021071200100249,2021년 7월 12일 14시,월요일,부산광역시 수영구 수영동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,60세,상해없음,보행자,남,40세,경상
뺑소니사고,2021071300100341,2021년 7월 13일 15시,화요일,부산광역시 금정구 서동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,48세,상해없음,보행자,남,66세,경상
뺑소니사고,2021071400100144,2021년 7월 14일 10시,수요일,부산광역시 부산진구 양정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,보행자,남,28세,경상
뺑소니사고,2021071400100145,2021년 7월 14일 10시,수요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,승합,남,44세,경상
뺑소니사고,2021071400100394,2021년 7월 14일 17시,수요일,부산광역시 사상구 학장동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 교량,승용,남,59세,상해없음,승용,남,32세,경상
뺑소니사고,2021071500100444,2021년 7월 15일 18시,목요일,부산광역시 부산진구 부암동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,이륜,남,58세,경상
뺑소니사고,2021071500100447,2021년 7월 15일 18시,목요일,부산광역시 금정구 구서동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,27세,상해없음,보행자,여,39세,경상
뺑소니사고,2021071500100588,2021년 7월 15일 22시,목요일,부산광역시 해운대구 재송동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,28세,상해없음,보행자,여,18세,경상
